mlbamid,steamerid,pn,split,proj_season,m_id,firstname,lastname,name,Team,bats,age,BB,K,Single,Double,Triple,HR,BO
674971,sa3002868,0,vR,2018,0-vR-674971,Daniel,Jipping,Daniel Jipping,COL,R,22,0.040520104,0.32026199,0.123648977,0.019494208,0.002784887,0.024646249,0.468643585
674971,sa3002868,1,vR,2018,1-vR-674971,Daniel,Jipping,Daniel Jipping,COL,R,22,0.039823882,0.337667533,0.108332099,0.017127054,0.002227909,0.021025896,0.473795625
676529,sa3002874,0,vR,2018,0-vR-676529,Jordan,Rodgers,Jordan Rodgers,ATL,R,23,0.032861665,0.245487778,0.1378519,0.02854509,0.002367154,0.009050882,0.54383553
676529,sa3002874,1,vR,2018,1-vR-676529,Jordan,Rodgers,Jordan Rodgers,ATL,R,23,0.032443932,0.23755085,0.139801321,0.029659045,0.002506398,0.00960786,0.548430594
676572,sa3002875,0,vR,2018,0-vR-676572,Eric,Wagaman,Eric Wagaman,FA,R,20,0.02854509,0.337389045,0.107914366,0.0160131,0.001531688,0.014342167,0.494264544
676572,sa3002875,1,vR,2018,1-vR-676572,Eric,Wagaman,Eric Wagaman,FA,R,20,0.02854509,0.337389045,0.107914366,0.0160131,0.001531688,0.014342167,0.494264544
676761,sa3002878,0,vR,2018,0-vR-676761,Irving,Lopez,Irving Lopez,SLN,L,23,0.032198098,0.201792128,0.133224519,0.020074928,0.002476777,0.010428534,0.599805017
676761,sa3002878,1,vR,2018,1-vR-676761,Irving,Lopez,Irving Lopez,SLN,L,23,0.032589168,0.206484969,0.133094162,0.020857068,0.002607133,0.010819604,0.593547896
676773,sa3002879,0,vR,2018,0-vR-676773,Brandon,Benson,Brandon Benson,SLN,R,24,0.038570683,0.25133604,0.128104796,0.021861362,0.002088665,0.016291588,0.541746865
676773,sa3002879,1,vR,2018,1-vR-676773,Brandon,Benson,Brandon Benson,SLN,R,24,0.039127661,0.257184303,0.126712353,0.02116514,0.002227909,0.017266299,0.536316336
676841,sa3002880,0,vR,2018,0-vR-676841,Danny,Edgeworth,Danny Edgeworth,COL,L,22,0.038585575,0.249241957,0.145869116,0.025549908,0.002607133,0.020465998,0.517680313
676841,sa3002880,1,vR,2018,1-vR-676841,Danny,Edgeworth,Danny Edgeworth,COL,L,22,0.037933792,0.262799051,0.132181665,0.023724914,0.00195535,0.017467794,0.523937434
676913,sa3002883,0,vR,2018,0-vR-676913,Zach,Jarrett,Zach Jarrett,BAL,R,23,0.033418642,0.373174841,0.107914366,0.017684032,0.001531688,0.015316878,0.450959553
676913,sa3002883,1,vR,2018,1-vR-676913,Zach,Jarrett,Zach Jarrett,BAL,R,23,0.033418642,0.377909149,0.105825701,0.017684032,0.001670932,0.014342167,0.449149376
676916,sa3002884,0,vR,2018,0-vR-676916,Jalen,Washington,Jalen Washington,SDN,R,23,0.036482018,0.28851428,0.106661167,0.018101765,0.002506398,0.00960786,0.538126512
676916,sa3002884,1,vR,2018,1-vR-676916,Jalen,Washington,Jalen Washington,SDN,R,23,0.036203529,0.282526773,0.111116986,0.019911941,0.002506398,0.010304081,0.53743029
676998,sa3002885,0,vR,2018,0-vR-676998,Brandon,Polizzi,Brandon Polizzi,TOR,R,22,0.03495033,0.32151519,0.110977742,0.02019043,0.002506398,0.015456122,0.494403788
676998,sa3002885,1,vR,2018,1-vR-676998,Brandon,Polizzi,Brandon Polizzi,TOR,R,22,0.035228819,0.316223904,0.115015828,0.019354964,0.002367154,0.014620656,0.497188675
666624,sa3003171,0,vR,2018,0-vR-666624,Christopher,Morel,Christopher Morel,FA,R,19,0.034254109,0.2757038,0.113623384,0.016430833,0.001949421,0.018241009,0.539797444
666624,sa3003171,1,vR,2018,1-vR-666624,Christopher,Morel,Christopher Morel,FA,R,19,0.034254109,0.2757038,0.113623384,0.016430833,0.001949421,0.018241009,0.539797444
667670,sa3003172,0,vR,2018,0-vR-667670,Brent,Rooker,Brent Rooker,MIN,R,23,0.05416605,0.30327418,0.12629462,0.028127357,0.002227909,0.040659348,0.445250535
667670,sa3003172,1,vR,2018,1-vR-667670,Brent,Rooker,Brent Rooker,MIN,R,23,0.054723027,0.30870471,0.121560312,0.026874158,0.002088665,0.039545394,0.446503734
669867,sa3003177,0,vR,2018,0-vR-669867,Julio,Rene,Julio Rene,NYN,R,20,0.02659567,0.40937837,0.097192552,0.013924434,0.001531688,0.01058257,0.440794716
669867,sa3003177,1,vR,2018,1-vR-669867,Julio,Rene,Julio Rene,NYN,R,20,0.026734914,0.404365574,0.101787615,0.0147599,0.001670932,0.01058257,0.440098494
669868,sa3003178,0,vR,2018,0-vR-669868,Reyny,Reyes,Reyny Reyes,CIN,R,19,0.026038692,0.214297045,0.13144666,0.019354964,0.001670932,0.010721814,0.596469892
669868,sa3003178,1,vR,2018,1-vR-669868,Reyny,Reyes,Reyny Reyes,CIN,R,19,0.025760204,0.207474072,0.133117593,0.019633452,0.001810176,0.009468615,0.602735888
670862,sa3003183,0,vR,2018,0-vR-670862,Marcos,Brito,Marcos Brito,FA,B,18,0.039963127,0.259551457,0.122535022,0.017544787,0.002227909,0.00737995,0.550797747
670862,sa3003183,1,vR,2018,1-vR-670862,Marcos,Brito,Marcos Brito,FA,B,18,0.039963127,0.259551457,0.122535022,0.017544787,0.002227909,0.00737995,0.550797747
670864,sa3003184,0,vR,2018,0-vR-670864,Yerdel,Vargas,Yerdel Vargas,FA,R,18,0.021025896,0.280298864,0.119193158,0.017127054,0.002227909,0.006544484,0.553582634
670864,sa3003184,1,vR,2018,1-vR-670864,Yerdel,Vargas,Yerdel Vargas,FA,R,18,0.021025896,0.280298864,0.119193158,0.017127054,0.002227909,0.006544484,0.553582634
670870,sa3003185,0,vR,2018,0-vR-670870,Yunior,Severino,Yunior Severino,ATL,B,18,0.034114864,0.326249497,0.113762629,0.018519498,0.002227909,0.008354661,0.496770942
670870,sa3003185,1,vR,2018,1-vR-670870,Yunior,Severino,Yunior Severino,ATL,B,18,0.033697131,0.315527683,0.116269027,0.018937231,0.002367154,0.008911638,0.504290137
670874,sa3003186,0,vR,2018,0-vR-670874,Antonio,Sucre,Antonio Sucre,ATL,R,18,0.031886955,0.368162045,0.103458547,0.0147599,0.001392443,0.0160131,0.46432701
670874,sa3003186,1,vR,2018,1-vR-670874,Antonio,Sucre,Antonio Sucre,ATL,R,18,0.031469222,0.356187031,0.105964946,0.015456122,0.001531688,0.017266299,0.472124693
670907,sa3003187,0,vR,2018,0-vR-670907,Robert,Javier,Robert Javier,FA,R,19,0.029519801,0.336553579,0.114180362,0.0160131,0.002227909,0.011975014,0.489530236
670907,sa3003187,1,vR,2018,1-vR-670907,Robert,Javier,Robert Javier,FA,R,19,0.029519801,0.336553579,0.114180362,0.0160131,0.002227909,0.011975014,0.489530236
671272,sa3003197,0,vR,2018,0-vR-671272,David,Garcia,David Garcia,FA,B,18,0.037874461,0.327641941,0.10387628,0.015595366,0.001810176,0.011278792,0.501922983
671272,sa3003197,1,vR,2018,1-vR-671272,David,Garcia,David Garcia,FA,B,18,0.037874461,0.327641941,0.10387628,0.015595366,0.001810176,0.011278792,0.501922983
672378,sa3003199,0,vR,2018,0-vR-672378,Carlos,Pacheco,Carlos Pacheco,FA,R,19,0.041773303,0.368858266,0.100116683,0.015038389,0.001949421,0.019911941,0.452351996
672378,sa3003199,1,vR,2018,1-vR-672378,Carlos,Pacheco,Carlos Pacheco,FA,R,19,0.041773303,0.368858266,0.100116683,0.015038389,0.001949421,0.019911941,0.452351996
672389,sa3003201,0,vR,2018,0-vR-672389,Miguel,Pena,Miguel Pena,FA,R,20,0.028405846,0.237829339,0.12629462,0.017405543,0.001810176,0.009747104,0.578507372
672389,sa3003201,1,vR,2018,1-vR-672389,Miguel,Pena,Miguel Pena,FA,R,20,0.028405846,0.237829339,0.12629462,0.017405543,0.001810176,0.009747104,0.578507372
672393,sa3003202,0,vR,2018,0-vR-672393,Charles,Reyes,Charles Reyes,ATL,R,18,0.030912244,0.371921642,0.104154769,0.0147599,0.001670932,0.010164837,0.466415675
672393,sa3003202,1,vR,2018,1-vR-672393,Charles,Reyes,Charles Reyes,ATL,R,18,0.030494511,0.359807384,0.106800412,0.015456122,0.001810176,0.010861059,0.474770336
672420,sa3003205,0,vR,2018,0-vR-672420,Freddy,De Jesus,Freddy De Jesus,SLN,R,18,0.029241312,0.370807687,0.104433258,0.015456122,0.001392443,0.019494208,0.459174969
672420,sa3003205,1,vR,2018,1-vR-672420,Freddy,De Jesus,Freddy De Jesus,SLN,R,18,0.029519801,0.379440836,0.102483837,0.014899145,0.001392443,0.020608163,0.451655775
672424,sa3003206,0,vR,2018,0-vR-672424,Jhoander,Saez,Jhoander Saez,NYN,B,20,0.032443932,0.300210805,0.121281823,0.016848566,0.002367154,0.00640524,0.52044248
672424,sa3003206,1,vR,2018,1-vR-672424,Jhoander,Saez,Jhoander Saez,NYN,B,20,0.032583176,0.296590452,0.127408574,0.017684032,0.002645643,0.006265995,0.516822128
672427,sa3003208,0,vR,2018,0-vR-672427,Leuri,Mejia,Leuri Mejia,FA,B,17,0.050545697,0.41160628,0.088977136,0.014202923,0.003063376,0.013924434,0.417680155
672427,sa3003208,1,vR,2018,1-vR-672427,Leuri,Mejia,Leuri Mejia,FA,B,17,0.050545697,0.41160628,0.088977136,0.014202923,0.003063376,0.013924434,0.417680155
672444,sa3003212,0,vR,2018,0-vR-672444,Ricardo,Verenzuela,Ricardo Verenzuela,FA,L,18,0.039107002,0.374123649,0.101026421,0.015512444,0.002085707,0.013296381,0.454848397
672444,sa3003212,1,vR,2018,1-vR-672444,Ricardo,Verenzuela,Ricardo Verenzuela,FA,L,18,0.039107002,0.374123649,0.101026421,0.015512444,0.002085707,0.013296381,0.454848397
672460,sa3003218,0,vR,2018,0-vR-672460,Daniel,Ozoria,Daniel Ozoria,LAA,L,17,0.030633818,0.254195511,0.126054902,0.018641004,0.00234642,0.006517834,0.561610512
672460,sa3003218,1,vR,2018,1-vR-672460,Daniel,Ozoria,Daniel Ozoria,LAA,L,17,0.031546315,0.250024097,0.129053105,0.019553501,0.002476777,0.007169617,0.560176588
672463,sa3003219,0,vR,2018,0-vR-672463,Rafael,Lantigua,Rafael Lantigua,TOR,R,20,0.032165443,0.232816543,0.128522529,0.019633452,0.00320262,0.006683728,0.576975684
672463,sa3003219,1,vR,2018,1-vR-672463,Rafael,Lantigua,Rafael Lantigua,TOR,R,20,0.032443932,0.229056945,0.132421371,0.018797986,0.002924131,0.006265995,0.578089639
672479,sa3003222,0,vR,2018,0-vR-672479,Aldenis,Sanchez,Aldenis Sanchez,TBA,R,19,0.029380557,0.296033475,0.119610891,0.016291588,0.001670932,0.012253502,0.524759055
672479,sa3003222,1,vR,2018,1-vR-672479,Aldenis,Sanchez,Aldenis Sanchez,TBA,R,19,0.029519801,0.291577656,0.124623688,0.017684032,0.001670932,0.013506701,0.521417191
672500,sa3003224,0,vR,2018,0-vR-672500,Julio,De La Cruz,Julio De La Cruz,LAA,R,17,0.035089575,0.349781791,0.108889077,0.015316878,0.002506398,0.008076172,0.480340109
672500,sa3003224,1,vR,2018,1-vR-672500,Julio,De La Cruz,Julio De La Cruz,LAA,R,17,0.036203529,0.344072773,0.110142276,0.0160131,0.002784887,0.008772394,0.482011042
672517,sa3003228,0,vR,2018,0-vR-672517,Johan,Lopez,Johan Lopez,TBA,R,17,0.028405846,0.30967942,0.108192855,0.015595366,0.001810176,0.010861059,0.525455277
672517,sa3003228,1,vR,2018,1-vR-672517,Johan,Lopez,Johan Lopez,TBA,R,17,0.02854509,0.304945113,0.112648674,0.016848566,0.001810176,0.011975014,0.523227367
672525,sa3003229,0,vR,2018,0-vR-672525,Isaias,Silverio,Isaias Silverio,CIN,R,18,0.034671842,0.348807081,0.106661167,0.017544787,0.001531688,0.020468919,0.470314517
672525,sa3003229,1,vR,2018,1-vR-672525,Isaias,Silverio,Isaias Silverio,CIN,R,18,0.034254109,0.337806778,0.10930681,0.018101765,0.001670932,0.018241009,0.480618598
672533,sa3003232,0,vR,2018,0-vR-672533,Axel,Aleixo,Axel Aleixo,CIN,L,18,0.044712339,0.256802644,0.118363858,0.017207081,0.00234642,0.021378494,0.539189164
672533,sa3003232,1,vR,2018,1-vR-672533,Axel,Aleixo,Axel Aleixo,CIN,L,18,0.044190912,0.248590174,0.121883488,0.018380291,0.002476777,0.019162431,0.545315928
672536,sa3003233,0,vR,2018,0-vR-672536,Jhon,Torres,Jhon Torres,FA,R,18,0.036064285,0.31510995,0.111952452,0.016430833,0.002088665,0.018937231,0.499416585
672536,sa3003233,1,vR,2018,1-vR-672536,Jhon,Torres,Jhon Torres,FA,R,18,0.036064285,0.31510995,0.111952452,0.016430833,0.002088665,0.018937231,0.499416585
672576,sa3003244,0,vR,2018,0-vR-672576,Edgar,Made,Edgar Made,FA,B,18,0.034671842,0.268741583,0.121699556,0.018519498,0.003063376,0.008772394,0.544531752
672576,sa3003244,1,vR,2018,1-vR-672576,Edgar,Made,Edgar Made,FA,B,18,0.034671842,0.268741583,0.121699556,0.018519498,0.003063376,0.008772394,0.544531752
672581,sa3003247,0,vR,2018,0-vR-672581,Alexander,Santana,Alexander Santana,FA,R,17,0.031469222,0.371503909,0.105964946,0.016709321,0.001949421,0.017405543,0.454997639
672581,sa3003247,1,vR,2018,1-vR-672581,Alexander,Santana,Alexander Santana,FA,R,17,0.031469222,0.371503909,0.105964946,0.016709321,0.001949421,0.017405543,0.454997639
672584,sa3003249,0,vR,2018,0-vR-672584,Luis Carlos,Diaz,Luis Carlos Diaz,LAN,R,18,0.040102371,0.290185212,0.1070789,0.015873855,0.001253199,0.011278792,0.53422767
672584,sa3003249,1,vR,2018,1-vR-672584,Luis Carlos,Diaz,Luis Carlos Diaz,LAN,R,18,0.041912547,0.288375036,0.110420765,0.016152344,0.001670932,0.011418036,0.53005034
672590,sa3003254,0,vR,2018,0-vR-672590,Hector,Guerrero,Hector Guerrero,TOR,L,20,0.035717728,0.225256329,0.127749539,0.020726711,0.00195535,0.017467794,0.571126549
672590,sa3003254,1,vR,2018,1-vR-672590,Hector,Guerrero,Hector Guerrero,TOR,L,20,0.035978441,0.221606343,0.129965602,0.018901717,0.00195535,0.017076724,0.574515822
672600,sa3003256,0,vR,2018,0-vR-672600,Claudio,Finol,Claudio Finol,CIN,R,18,0.030633756,0.242145914,0.126990841,0.018519498,0.002227909,0.016430833,0.56305125
672600,sa3003256,1,vR,2018,1-vR-672600,Claudio,Finol,Claudio Finol,CIN,R,18,0.030355267,0.234487475,0.128940262,0.018797986,0.002506398,0.014620656,0.570291955
672609,sa3003260,0,vR,2018,0-vR-672609,Jimmy,Mojica,Jimmy Mojica,FA,R,18,0.025760204,0.292413122,0.117800715,0.017127054,0.001810176,0.011000303,0.534088426
672609,sa3003260,1,vR,2018,1-vR-672609,Jimmy,Mojica,Jimmy Mojica,FA,R,18,0.025760204,0.292413122,0.117800715,0.017127054,0.001810176,0.011000303,0.534088426
672624,sa3003268,0,vR,2018,0-vR-672624,Anderson,Comas,Anderson Comas,CHA,L,18,0.029330251,0.290434665,0.122274558,0.018119577,0.002216063,0.014339234,0.52328565
672624,sa3003268,1,vR,2018,1-vR-672624,Anderson,Comas,Anderson Comas,CHA,L,18,0.027374901,0.283395405,0.127097755,0.018641004,0.002216063,0.013557094,0.527717777
672626,sa3003270,0,vR,2018,0-vR-672626,Josue,Guerrero,Josue Guerrero,CHA,R,18,0.031469222,0.351174235,0.104990235,0.015734611,0.001531688,0.015734611,0.479365399
672626,sa3003270,1,vR,2018,1-vR-672626,Josue,Guerrero,Josue Guerrero,CHA,R,18,0.029380557,0.342819574,0.107218145,0.016709321,0.001810176,0.0147599,0.487302327
672635,sa3003274,0,vR,2018,0-vR-672635,Luis,Mieses,Luis Mieses,CHA,L,18,0.029330251,0.276225788,0.122013845,0.018771361,0.002476777,0.013817807,0.537364171
672635,sa3003274,1,vR,2018,1-vR-672635,Luis,Mieses,Luis Mieses,CHA,L,18,0.027374901,0.269577598,0.126837042,0.019292787,0.002476777,0.013035667,0.541405228
672642,sa3003276,0,vR,2018,0-vR-672642,Steward,Berroa,Steward Berroa,TOR,B,19,0.036621262,0.345047484,0.106661167,0.016291588,0.00320262,0.015038389,0.47713749
672642,sa3003276,1,vR,2018,1-vR-672642,Steward,Berroa,Steward Berroa,TOR,B,19,0.036760507,0.33947771,0.109167565,0.015177633,0.003063376,0.014342167,0.482011042
672654,sa3003281,0,vR,2018,0-vR-672654,Luis,Arcendo,Luis Arcendo,TBA,L,18,0.036630225,0.25067588,0.127879895,0.017989221,0.003258917,0.00860354,0.554962322
672654,sa3003281,1,vR,2018,1-vR-672654,Luis,Arcendo,Luis Arcendo,TBA,L,18,0.036890938,0.246895537,0.129574532,0.018771361,0.003389273,0.008733897,0.555744462
672656,sa3003282,0,vR,2018,0-vR-672656,Abiezel,Ramirez,Abiezel Ramirez,TBA,B,18,0.034532597,0.318034081,0.111116986,0.015734611,0.002506398,0.007797683,0.510277643
672656,sa3003282,1,vR,2018,1-vR-672656,Abiezel,Ramirez,Abiezel Ramirez,TBA,B,18,0.034671842,0.313160529,0.113623384,0.016848566,0.002645643,0.008215416,0.510834621
672657,sa3003283,0,vR,2018,0-vR-672657,Angel,Lopez,Angel Lopez,TBA,R,18,0.03495033,0.307033778,0.110977742,0.015456122,0.001949421,0.007936928,0.52169568
672657,sa3003283,1,vR,2018,1-vR-672657,Angel,Lopez,Angel Lopez,TBA,R,18,0.035089575,0.30229947,0.11571205,0.016848566,0.002088665,0.008772394,0.519189281
672658,sa3003284,0,vR,2018,0-vR-672658,Roimer,Bolivar,Roimer Bolivar,TBA,R,18,0.033279398,0.373035597,0.097471041,0.013367457,0.001670932,0.011278792,0.469896784
672658,sa3003284,1,vR,2018,1-vR-672658,Roimer,Bolivar,Roimer Bolivar,TBA,R,18,0.033418642,0.367326579,0.10192686,0.014481412,0.001670932,0.012392747,0.468782829
672691,sa3003287,0,vR,2018,0-vR-672691,Ismael,Jaime,Ismael Jaime,ARI,L,18,0.033240951,0.284568615,0.122665628,0.019553501,0.002607133,0.016946367,0.520417803
672691,sa3003287,1,vR,2018,1-vR-672691,Ismael,Jaime,Ismael Jaime,ARI,L,18,0.033632021,0.285220399,0.122274558,0.018641004,0.002216063,0.016294584,0.52172137
672692,sa3003288,0,vR,2018,0-vR-672692,Jose,Peroza,Jose Peroza,NYN,R,18,0.02757038,0.351731212,0.107357389,0.017405543,0.001392443,0.012949724,0.481593309
672692,sa3003288,1,vR,2018,1-vR-672692,Jose,Peroza,Jose Peroza,NYN,R,18,0.027709624,0.347414637,0.112091697,0.018380253,0.001670932,0.012949724,0.479783132
672695,sa3003290,0,vR,2018,0-vR-672695,Geraldo,Perdomo,Geraldo Perdomo,ARI,R,18,0.046925344,0.246601733,0.122813511,0.017544787,0.002645643,0.00737995,0.556089032
672695,sa3003290,1,vR,2018,1-vR-672695,Geraldo,Perdomo,Geraldo Perdomo,ARI,R,18,0.047621566,0.24715871,0.122395778,0.016848566,0.002088665,0.00737995,0.556506765
672696,sa3003291,0,vR,2018,0-vR-672696,Francisco,Acuna,Francisco Acuna,FA,R,18,0.043861968,0.271108737,0.114737339,0.016570077,0.002227909,0.009050882,0.542443087
672696,sa3003291,1,vR,2018,1-vR-672696,Francisco,Acuna,Francisco Acuna,FA,R,18,0.043861968,0.271108737,0.114737339,0.016570077,0.002227909,0.009050882,0.542443087
672701,sa3003295,0,vR,2018,0-vR-672701,Jose,Devers,Jose Devers,FA,L,18,0.031807028,0.240768773,0.126576329,0.020074928,0.002607133,0.008864254,0.569301555
672701,sa3003295,1,vR,2018,1-vR-672701,Jose,Devers,Jose Devers,FA,L,18,0.031807028,0.240768773,0.126576329,0.020074928,0.002607133,0.008864254,0.569301555
672716,sa3003301,0,vR,2018,0-vR-672716,Anyesber,Sivira,Anyesber Sivira,FA,R,18,0.027709624,0.193967371,0.132839104,0.019215719,0.002088665,0.006683728,0.617495788
672716,sa3003301,1,vR,2018,1-vR-672716,Anyesber,Sivira,Anyesber Sivira,FA,R,18,0.027709624,0.193967371,0.132839104,0.019215719,0.002088665,0.006683728,0.617495788
672717,sa3003302,0,vR,2018,0-vR-672717,Leonardo,Gonzalez,Leonardo Gonzalez,HOU,L,18,0.041453422,0.349225525,0.105067478,0.016033871,0.001694637,0.013948164,0.472576905
672717,sa3003302,1,vR,2018,1-vR-672717,Leonardo,Gonzalez,Leonardo Gonzalez,HOU,L,18,0.041062352,0.340100557,0.109108535,0.016555297,0.001694637,0.013426737,0.478051885
672724,sa3003305,0,vR,2018,0-vR-672724,Oswald,Peraza,Oswald Peraza,FA,R,18,0.029519801,0.239918004,0.12949724,0.019354964,0.002367154,0.006265995,0.573076842
672724,sa3003305,1,vR,2018,1-vR-672724,Oswald,Peraza,Oswald Peraza,FA,R,18,0.029519801,0.239918004,0.12949724,0.019354964,0.002367154,0.006265995,0.573076842
672725,sa3003306,0,vR,2018,0-vR-672725,Yhon,Perez,Yhon Perez,TOR,R,18,0.029380557,0.210955181,0.129218751,0.020329674,0.002784887,0.006962217,0.600368734
672725,sa3003306,1,vR,2018,1-vR-672725,Yhon,Perez,Yhon Perez,TOR,R,18,0.029519801,0.207613316,0.132978348,0.019354964,0.002645643,0.006544484,0.601343444
672728,sa3003308,0,vR,2018,0-vR-672728,Christian,Valerio,Christian Valerio,FA,R,18,0.030494511,0.263311054,0.125737642,0.018658742,0.002088665,0.005987507,0.553721879
672728,sa3003308,1,vR,2018,1-vR-672728,Christian,Valerio,Christian Valerio,FA,R,18,0.030494511,0.263311054,0.125737642,0.018658742,0.002088665,0.005987507,0.553721879
672731,sa3003310,0,vR,2018,0-vR-672731,Omar,Medina,Omar Medina,FA,B,18,0.031608466,0.258715991,0.116965249,0.016848566,0.001949421,0.014899145,0.559013164
672731,sa3003310,1,vR,2018,1-vR-672731,Omar,Medina,Omar Medina,FA,B,18,0.031608466,0.258715991,0.116965249,0.016848566,0.001949421,0.014899145,0.559013164
672733,sa3003311,0,vR,2018,0-vR-672733,Marcos,Gonzalez,Marcos Gonzalez,FA,R,18,0.032443932,0.217638909,0.132839104,0.018937231,0.001810176,0.007797683,0.588532964
672733,sa3003311,1,vR,2018,1-vR-672733,Marcos,Gonzalez,Marcos Gonzalez,FA,R,18,0.032443932,0.217638909,0.132839104,0.018937231,0.001810176,0.007797683,0.588532964
672735,sa3003312,0,vR,2018,0-vR-672735,Sean,Mendoza,Sean Mendoza,HOU,B,18,0.035089575,0.275982289,0.121699556,0.017684032,0.002227909,0.014481412,0.532835227
672735,sa3003312,1,vR,2018,1-vR-672735,Sean,Mendoza,Sean Mendoza,HOU,B,18,0.034671842,0.268741583,0.124623688,0.017823276,0.002088665,0.013924434,0.538126512
672741,sa3003314,0,vR,2018,0-vR-672741,Anthony,Coronado,Anthony Coronado,CHA,R,18,0.032443932,0.370111465,0.104015525,0.016709321,0.001113955,0.017127054,0.458478748
672741,sa3003314,1,vR,2018,1-vR-672741,Anthony,Coronado,Anthony Coronado,CHA,R,18,0.030355267,0.361199827,0.106382679,0.01796252,0.001392443,0.0160131,0.466694164
672743,sa3003315,0,vR,2018,0-vR-672743,Luis,Rojas,Luis Rojas,FA,R,18,0.024646249,0.231981077,0.133117593,0.019076475,0.002367154,0.00640524,0.582406213
672743,sa3003315,1,vR,2018,1-vR-672743,Luis,Rojas,Luis Rojas,FA,R,18,0.024646249,0.231981077,0.133117593,0.019076475,0.002367154,0.00640524,0.582406213
672744,sa3003316,0,vR,2018,0-vR-672744,Alexander,Canario,Alexander Canario,FA,R,18,0.034114864,0.282526773,0.12086409,0.019076475,0.002367154,0.017405543,0.5236451
672744,sa3003316,1,vR,2018,1-vR-672744,Alexander,Canario,Alexander Canario,FA,R,18,0.034114864,0.282526773,0.12086409,0.019076475,0.002367154,0.017405543,0.5236451
672749,sa3003319,0,vR,2018,0-vR-672749,Angel,Aponte,Angel Aponte,FA,R,18,0.032443932,0.311489597,0.113762629,0.017405543,0.002088665,0.0160131,0.506796535
672749,sa3003319,1,vR,2018,1-vR-672749,Angel,Aponte,Angel Aponte,FA,R,18,0.032443932,0.311489597,0.113762629,0.017405543,0.002088665,0.0160131,0.506796535
672751,sa3003320,0,vR,2018,0-vR-672751,Carlos,Soler,Carlos Soler,SLN,L,18,0.035587371,0.30985781,0.114453158,0.016946367,0.003258917,0.014208877,0.505687499
672751,sa3003320,1,vR,2018,1-vR-672751,Carlos,Soler,Carlos Soler,SLN,L,18,0.035978441,0.317027427,0.113540661,0.017467794,0.003258917,0.014730304,0.497996456
672758,sa3003324,0,vR,2018,0-vR-672758,Jember,Gutierrez,Jember Gutierrez,FA,R,18,0.037038995,0.264425009,0.12086409,0.017823276,0.002088665,0.013228213,0.544531752
672758,sa3003324,1,vR,2018,1-vR-672758,Jember,Gutierrez,Jember Gutierrez,FA,R,18,0.037038995,0.264425009,0.12086409,0.017823276,0.002088665,0.013228213,0.544531752
672761,sa3003326,0,vR,2018,0-vR-672761,Wenceel,Perez,Wenceel Perez,FA,B,18,0.032583176,0.193828126,0.14328243,0.020608163,0.002367154,0.006544484,0.600786467
672761,sa3003326,1,vR,2018,1-vR-672761,Wenceel,Perez,Wenceel Perez,FA,B,18,0.032583176,0.193828126,0.14328243,0.020608163,0.002367154,0.006544484,0.600786467
672763,sa3003328,0,vR,2018,0-vR-672763,Franklin,Soto,Franklin Soto,SLN,R,18,0.024507004,0.259829945,0.130054217,0.020051185,0.001810176,0.006962217,0.556785254
672763,sa3003328,1,vR,2018,1-vR-672763,Franklin,Soto,Franklin Soto,SLN,R,18,0.024785493,0.265956696,0.128801018,0.019494208,0.001949421,0.00737995,0.551633213
672764,sa3003329,0,vR,2018,0-vR-672764,Pablo,Abreu,Pablo Abreu,MIL,R,18,0.034114864,0.337946022,0.108889077,0.01698781,0.002088665,0.015038389,0.484935173
672764,sa3003329,1,vR,2018,1-vR-672764,Pablo,Abreu,Pablo Abreu,MIL,R,18,0.033418642,0.333768692,0.112787918,0.017266299,0.001949421,0.013645946,0.487163082
672767,sa3003330,0,vR,2018,0-vR-672767,Deury,Carrasco,Deury Carrasco,HOU,L,18,0.046798045,0.273227585,0.122665628,0.019162431,0.002085707,0.00703926,0.529021344
672767,sa3003330,1,vR,2018,1-vR-672767,Deury,Carrasco,Deury Carrasco,HOU,L,18,0.046276619,0.266057968,0.126837042,0.019683857,0.002085707,0.006778547,0.532280261
672788,sa3003333,0,vR,2018,0-vR-672788,Jeikol,Contreras,Jeikol Contreras,FA,L,18,0.040019498,0.345054111,0.101026421,0.017207081,0.001694637,0.017207081,0.477791172
672788,sa3003333,1,vR,2018,1-vR-672788,Jeikol,Contreras,Jeikol Contreras,FA,L,18,0.040019498,0.345054111,0.101026421,0.017207081,0.001694637,0.017207081,0.477791172
672791,sa3003334,0,vR,2018,0-vR-672791,Yolki,Pena,Yolki Pena,COL,L,18,0.046015905,0.247416964,0.140394136,0.020857068,0.00312856,0.019423144,0.522764223
672791,sa3003334,1,vR,2018,1-vR-672791,Yolki,Pena,Yolki Pena,COL,L,18,0.045233765,0.260974058,0.127358469,0.019423144,0.00234642,0.016685654,0.52797849
672799,sa3003339,0,vR,2018,0-vR-672799,Hugo,Cardona,Hugo Cardona,TOR,R,18,0.029241312,0.308147733,0.113344896,0.017405543,0.001949421,0.006683728,0.523227367
672799,sa3003339,1,vR,2018,1-vR-672799,Hugo,Cardona,Hugo Cardona,TOR,R,18,0.029380557,0.303134936,0.117104493,0.016570077,0.001810176,0.006265995,0.525733766
672802,sa3003340,0,vR,2018,0-vR-672802,Jean,Carmona,Jean Carmona,MIL,B,18,0.036621262,0.291159923,0.119750136,0.01796252,0.003898842,0.008633149,0.521974168
