mlbamid,steamerid,pn,split,proj_season,m_id,firstname,lastname,name,Team,bats,age,BB,K,Single,Double,Triple,HR,BO
656941,16478,0,vL,2018,0-vL-656941,Kyle,Schwarber,Kyle Schwarber,CHN,L,25,0.112611052,0.330377063,0.110286757,0.02975199,0.0016372,0.040689427,0.374646511
656941,16478,1,vL,2018,1-vL-656941,Kyle,Schwarber,Kyle Schwarber,CHN,L,25,0.110237825,0.326984408,0.11017462,0.030075148,0.001701424,0.042288908,0.378537666
656305,16505,0,vL,2018,0-vL-656305,Matt,Chapman,Matt Chapman,OAK,R,25,0.108927248,0.279970235,0.103399461,0.044071385,0.003779348,0.050958454,0.408893868
656305,16505,1,vL,2018,1-vL-656305,Matt,Chapman,Matt Chapman,OAK,R,25,0.108291,0.287478075,0.101908065,0.042955878,0.00387719,0.052347587,0.403142206
645277,16556,0,vL,2018,0-vL-645277,Ozzie,Albies,Ozzie Albies,ATL,B,21,0.065828775,0.171750645,0.179526518,0.049259905,0.007055662,0.016931316,0.509647179
645277,16556,1,vL,2018,1-vL-645277,Ozzie,Albies,Ozzie Albies,ATL,B,21,0.064936703,0.166228357,0.181070592,0.049866434,0.007634774,0.017648184,0.512614957
657145,16565,0,vL,2018,0-vL-657145,Mark,Zagunis,Mark Zagunis,CHN,R,25,0.139544029,0.237800403,0.125860755,0.043079324,0.003155239,0.028952096,0.421608153
657145,16565,1,vL,2018,1-vL-657145,Mark,Zagunis,Mark Zagunis,CHN,R,25,0.136579056,0.235548926,0.129713635,0.044316051,0.002964974,0.027604381,0.423272978
650490,16578,0,vL,2018,0-vL-650490,Yandy,Diaz,Yandy Diaz,CLE,R,26,0.135094639,0.17684952,0.186264659,0.045230874,0.003312085,0.016933459,0.436314763
650490,16578,1,vL,2018,1-vL-650490,Yandy,Diaz,Yandy Diaz,CLE,R,26,0.136249913,0.17439089,0.187265067,0.043391706,0.003991458,0.017716829,0.436994136
656185,16623,0,vL,2018,0-vL-656185,Greg,Allen,Greg Allen,CLE,B,25,0.061232967,0.188261104,0.170001485,0.043286865,0.001772988,0.011427127,0.524017464
656185,16623,1,vL,2018,1-vL-656185,Greg,Allen,Greg Allen,CLE,B,25,0.061762702,0.185796217,0.169796078,0.042389559,0.002194614,0.011394694,0.526666136
400284,1679,0,vL,2018,0-vL-400284,Chase,Utley,Chase Utley,LAN,L,39,0.071540543,0.215055208,0.136143821,0.04119001,0.00433579,0.016042425,0.515692203
400284,1679,1,vL,2018,1-vL-400284,Chase,Utley,Chase Utley,LAN,L,39,0.075009175,0.213320892,0.139178875,0.042057168,0.005202949,0.015175267,0.510055675
592567,16909,0,vL,2018,0-vL-592567,Colin,Moran,Colin Moran,PIT,L,25,0.064085498,0.238918122,0.16009303,0.034832464,0.002186134,0.016819782,0.48306497
592567,16909,1,vL,2018,1-vL-592567,Colin,Moran,Colin Moran,PIT,L,25,0.066690318,0.248603937,0.158748344,0.034777454,0.002556941,0.017730501,0.470892505
608325,17005,0,vL,2018,0-vL-608325,Gavin,Cecchini,Gavin Cecchini,NYN,R,24,0.081860569,0.143385915,0.164308436,0.046510589,0.002745236,0.016421184,0.544768072
608325,17005,1,vL,2018,1-vL-608325,Gavin,Cecchini,Gavin Cecchini,NYN,R,24,0.08211558,0.141598904,0.16946662,0.048682049,0.003129684,0.016038667,0.538968496
628329,17016,0,vL,2018,0-vL-628329,Rusney,Castillo,Rusney Castillo,BOS,R,30,0.053482221,0.179166432,0.175924183,0.053502051,0.002815897,0.028099484,0.507009732
628329,17016,1,vL,2018,1-vL-628329,Rusney,Castillo,Rusney Castillo,BOS,R,30,0.053541712,0.179572952,0.170064341,0.048782448,0.003252163,0.026988989,0.517797395
642423,17023,0,vL,2018,0-vL-642423,Magneuris,Sierra,Magneuris Sierra,MIA,L,22,0.043103351,0.215718546,0.183329775,0.034747368,0.005726148,0.004456437,0.512918375
642423,17023,1,vL,2018,1-vL-642423,Magneuris,Sierra,Magneuris Sierra,MIA,L,22,0.042728596,0.219387474,0.181483518,0.035481153,0.004964846,0.00521905,0.510735363
657077,17027,0,vL,2018,0-vL-657077,Alex,Verdugo,Alex Verdugo,LAN,L,22,0.063173613,0.155328788,0.17248849,0.039321298,0.002211109,0.010998458,0.556478244
657077,17027,1,vL,2018,1-vL-657077,Alex,Verdugo,Alex Verdugo,LAN,L,22,0.066129078,0.154206765,0.1770183,0.040252291,0.002738087,0.010401217,0.549254261
622497,17075,0,vL,2018,0-vL-622497,Miguel,Gomez,Miguel Gomez,SFN,B,25,0.029382376,0.136704386,0.198322702,0.051497497,0.002633546,0.016027963,0.56543153
622497,17075,1,vL,2018,1-vL-622497,Miguel,Gomez,Miguel Gomez,SFN,B,25,0.029409045,0.136297687,0.198929418,0.051997538,0.002273517,0.018614838,0.562477958
641583,17098,0,vL,2018,0-vL-641583,Dustin,Fowler,Dustin Fowler,OAK,L,23,0.03452956,0.220825999,0.15485439,0.039436634,0.008998218,0.015590782,0.525764417
641583,17098,1,vL,2018,1-vL-641583,Dustin,Fowler,Dustin Fowler,OAK,L,23,0.034322705,0.226633278,0.155333222,0.04004954,0.007829867,0.017199659,0.518631729
595453,17161,0,vL,2018,0-vL-595453,Chad,Wallach,Chad Wallach,MIA,R,26,0.088654743,0.238958553,0.132326808,0.04462113,0.001998561,0.025037244,0.468402962
595453,17161,1,vL,2018,1-vL-595453,Chad,Wallach,Chad Wallach,MIA,R,26,0.087906538,0.243126406,0.131498259,0.043646957,0.001702292,0.027778988,0.464340561
630111,17171,0,vL,2018,0-vL-630111,Yasmany,Tomas,Yasmany Tomas,ARI,R,27,0.07593847,0.239387508,0.142217819,0.052540215,0.003137524,0.052127024,0.43465144
630111,17171,1,vL,2018,1-vL-630111,Yasmany,Tomas,Yasmany Tomas,ARI,R,27,0.076962912,0.239864898,0.143462174,0.049883496,0.002585692,0.052034141,0.435206687
628356,17182,0,vL,2018,0-vL-628356,Jung Ho,Kang,Jung Ho Kang,PIT,R,31,0.099463011,0.21994462,0.1437522,0.048042511,0.002251993,0.045790518,0.440755148
628356,17182,1,vL,2018,1-vL-628356,Jung Ho,Kang,Jung Ho Kang,PIT,R,31,0.103591664,0.228577258,0.136996222,0.047291847,0.002251993,0.050669836,0.430621181
661281,17199,0,vL,2018,0-vL-661281,Dian,Toscano,Dian Toscano,FA,L,28.5,0.062265447,0.344392332,0.130113313,0.029629764,0.003864752,0.010306005,0.419428387
661281,17199,1,vL,2018,1-vL-661281,Dian,Toscano,Dian Toscano,FA,L,28.5,0.062265447,0.344392332,0.130113313,0.029629764,0.003864752,0.010306005,0.419428387
660162,17232,0,vL,2018,0-vL-660162,Yoan,Moncada,Yoan Moncada,CHA,B,23,0.094098702,0.279298076,0.150058476,0.038260462,0.003509815,0.025021859,0.40975261
660162,17232,1,vL,2018,1-vL-660162,Yoan,Moncada,Yoan Moncada,CHA,B,23,0.087941411,0.273919455,0.154757365,0.040455394,0.003948313,0.0236172,0.415360863
646240,17350,0,vL,2018,0-vL-646240,Rafael,Devers,Rafael Devers,BOS,L,21,0.061279006,0.237934186,0.165688494,0.050207962,0.003365768,0.028592597,0.452931986
646240,17350,1,vL,2018,1-vL-646240,Rafael,Devers,Rafael Devers,BOS,L,21,0.061347209,0.238472413,0.159081037,0.041729447,0.0027314,0.032937035,0.463701459
408314,1736,0,vL,2018,0-vL-408314,Jose,Reyes,Jose Reyes,,B,35,0.075147803,0.146112992,0.164866791,0.044995415,0.004939572,0.023656905,0.540280521
408314,1736,1,vL,2018,1-vL-408314,Jose,Reyes,Jose Reyes,,B,35,0.075147803,0.146112992,0.164866791,0.044995415,0.004939572,0.023656905,0.540280521
408047,1737,0,vL,2018,0-vL-408047,Justin,Morneau,Justin Morneau,CHA,L,37,0.050504587,0.264307338,0.137624999,0.03787844,0.003366972,0.017676605,0.488641058
408047,1737,1,vL,2018,1-vL-408047,Justin,Morneau,Justin Morneau,CHA,L,37,0.047137614,0.257994265,0.143517201,0.039141055,0.003366972,0.016834862,0.49200803
425509,1738,0,vL,2018,0-vL-425509,Jhonny,Peralta,Jhonny Peralta,SLN,R,36,0.084563382,0.207132778,0.151073907,0.049091102,0.002533734,0.030404811,0.475200285
425509,1738,1,vL,2018,1-vL-425509,Jhonny,Peralta,Jhonny Peralta,SLN,R,36,0.085513532,0.211566813,0.149490323,0.047824235,0.002533734,0.031988395,0.471082967
408234,1744,0,vL,2018,0-vL-408234,Miguel,Cabrera,Miguel Cabrera,DET,R,35,0.150777065,0.19284877,0.149685841,0.048120473,0.001412947,0.047289512,0.409865392
408234,1744,1,vL,2018,1-vL-408234,Miguel,Cabrera,Miguel Cabrera,DET,R,35,0.151904036,0.202361861,0.145997629,0.045527875,0.001079308,0.047283868,0.405845423
493343,17528,0,vL,2018,0-vL-493343,Hector,Olivera,Hector Olivera,ATL,R,33,0.064331205,0.191014192,0.152415469,0.046846313,0.00362894,0.025732482,0.516031399
493343,17528,1,vL,2018,1-vL-493343,Hector,Olivera,Hector Olivera,ATL,R,33,0.063341494,0.184746024,0.153735084,0.048495831,0.003958843,0.027382,0.518340724
595375,17642,0,vL,2018,0-vL-595375,J.T.,Riddle,J.T. Riddle,MIA,L,26,0.038907171,0.204015471,0.183457782,0.039510273,0.003384017,0.008829976,0.52189531
595375,17642,1,vL,2018,1-vL-595375,J.T.,Riddle,J.T. Riddle,MIA,L,26,0.038577602,0.207474519,0.181010235,0.039777157,0.00292243,0.010260324,0.519977732
608324,17678,0,vL,2018,0-vL-608324,Alex,Bregman,Alex Bregman,HOU,R,24,0.107288484,0.139538277,0.148221417,0.056549514,0.005467309,0.04041865,0.502516349
608324,17678,1,vL,2018,1-vL-608324,Alex,Bregman,Alex Bregman,HOU,R,24,0.106214457,0.135972394,0.15170547,0.056440974,0.005010421,0.038993433,0.505662851
641432,17838,0,vL,2018,0-vL-641432,Willie,Calhoun,Willie Calhoun,TEX,L,23,0.057330509,0.150046522,0.161976899,0.039697557,0.003662184,0.033901321,0.553385007
641432,17838,1,vL,2018,1-vL-641432,Willie,Calhoun,Willie Calhoun,TEX,L,23,0.056238266,0.153105667,0.15789828,0.039763841,0.003418663,0.032381114,0.557194168
643217,17901,0,vL,2018,0-vL-643217,Andrew,Benintendi,Andrew Benintendi,BOS,L,23,0.090119295,0.179564435,0.166663471,0.047231735,0.00346416,0.020671126,0.492285778
643217,17901,1,vL,2018,1-vL-643217,Andrew,Benintendi,Andrew Benintendi,BOS,L,23,0.090220861,0.179963202,0.160289334,0.039425445,0.002824088,0.023986687,0.503290384
664023,17919,0,vL,2018,0-vL-664023,Ian,Happ,Ian Happ,CHN,B,23,0.069031949,0.25189449,0.148481193,0.044985717,0.002705878,0.039112292,0.443788482
664023,17919,1,vL,2018,1-vL-664023,Ian,Happ,Ian Happ,CHN,B,23,0.067693041,0.248986841,0.15055169,0.045781445,0.002677149,0.038544392,0.445765443
664057,17932,0,vL,2018,0-vL-664057,Andrew,Stevenson,Andrew Stevenson,WAS,L,24,0.055190252,0.246408502,0.177883888,0.03258457,0.004734136,0.005004033,0.478194619
664057,17932,1,vL,2018,1-vL-664057,Andrew,Stevenson,Andrew Stevenson,WAS,L,24,0.056488675,0.252492122,0.170355955,0.031461216,0.005543827,0.00527393,0.478384277
657524,18006,0,vL,2018,0-vL-657524,John,Bormann,John Bormann,PIT,R,25,0.063511669,0.180245406,0.153634372,0.046480607,0.00283851,0.019869572,0.533419864
657524,18006,1,vL,2018,1-vL-657524,John,Bormann,John Bormann,PIT,R,25,0.065995365,0.187341682,0.147957351,0.046125793,0.00283851,0.022353269,0.52738803
657557,18015,0,vL,2018,0-vL-657557,Paul,DeJong,Paul DeJong,SLN,R,24,0.066860512,0.245818394,0.143570975,0.051092882,0.002077293,0.048904729,0.441675214
657557,18015,1,vL,2018,1-vL-657557,Paul,DeJong,Paul DeJong,SLN,R,24,0.067612819,0.251452104,0.141340138,0.049433537,0.002157919,0.051451547,0.436551935
664056,18030,0,vL,2018,0-vL-664056,Harrison,Bader,Harrison Bader,SLN,R,24,0.06707309,0.24669074,0.154453366,0.043036983,0.003004513,0.035199122,0.450542187
664056,18030,1,vL,2018,1-vL-664056,Harrison,Bader,Harrison Bader,SLN,R,24,0.067856876,0.2523435,0.152256389,0.041647544,0.003135144,0.037063582,0.445696964
605119,18289,0,vL,2018,0-vL-605119,Brian,Anderson,Brian Anderson,MIA,R,25,0.086727867,0.211221837,0.150648067,0.044456352,0.004269178,0.031580951,0.471095748
605119,18289,1,vL,2018,1-vL-605119,Brian,Anderson,Brian Anderson,MIA,R,25,0.085993062,0.214904998,0.149349433,0.043654984,0.003625734,0.034832104,0.467639685
621020,18314,0,vL,2018,0-vL-621020,Dansby,Swanson,Dansby Swanson,ATL,R,24,0.131919825,0.185611879,0.150706188,0.047236622,0.00358444,0.020457353,0.460483693
621020,18314,1,vL,2018,1-vL-621020,Dansby,Swanson,Dansby Swanson,ATL,R,24,0.130560917,0.179756039,0.151601478,0.04878147,0.003807238,0.021472234,0.464020624
645302,18363,0,vL,2018,0-vL-645302,Victor,Robles,Victor Robles,WAS,R,21,0.060273912,0.182720415,0.172647883,0.055113022,0.008082217,0.020643558,0.500518993
645302,18363,1,vL,2018,1-vL-645302,Victor,Robles,Victor Robles,WAS,R,21,0.061648438,0.187214201,0.164411719,0.052481262,0.009537383,0.020852486,0.503854511
430001,1849,0,vL,2018,0-vL-430001,Rickie,Weeks Jr.,Rickie Weeks Jr.,TBA,R,35,0.105538011,0.302278659,0.118884738,0.041770313,0.002471616,0.029659394,0.399397268
430001,1849,1,vL,2018,1-vL-430001,Rickie,Weeks Jr.,Rickie Weeks Jr.,TBA,R,35,0.106032334,0.297582588,0.121603516,0.044489091,0.002471616,0.031636687,0.396184167
666560,18497,0,vL,2018,0-vL-666560,Byung-ho,Park,Byung-ho Park,MIN,R,31,0.084395085,0.2958534,0.130828068,0.039530783,0.002509891,0.052707711,0.394175063
666560,18497,1,vL,2018,1-vL-666560,Byung-ho,Park,Byung-ho Park,MIN,R,31,0.085022557,0.301186919,0.126122022,0.037962101,0.002509891,0.051139029,0.396057481
408045,1857,0,vL,2018,0-vL-408045,Joe,Mauer,Joe Mauer,MIN,L,35,0.099063505,0.180446503,0.177528732,0.043481364,0.002055262,0.013925245,0.483499388
408045,1857,1,vL,2018,1-vL-408045,Joe,Mauer,Joe Mauer,MIN,L,35,0.099953535,0.183609455,0.174145618,0.044127464,0.001860118,0.01473459,0.481569218
547957,18718,0,vL,2018,0-vL-547957,Hyun Soo,Kim,Hyun Soo Kim,PHI,L,30,0.08522743,0.202338504,0.163710244,0.033109937,0.001839441,0.015328675,0.498445769
547957,18718,1,vL,2018,1-vL-547957,Hyun Soo,Kim,Hyun Soo Kim,PHI,L,30,0.084001136,0.196820181,0.167389126,0.033109937,0.001839441,0.014102381,0.502737798
628338,18721,0,vL,2018,0-vL-628338,Guillermo,Heredia,Guillermo Heredia,SEA,R,27,0.085859387,0.148122606,0.174558401,0.044691824,0.001869624,0.018254749,0.526643409
628338,18721,1,vL,2018,1-vL-628338,Guillermo,Heredia,Guillermo Heredia,SEA,R,27,0.088037416,0.144844046,0.178379549,0.046246645,0.002061577,0.018514526,0.521916241
493193,18722,0,vL,2018,0-vL-493193,Dae-Ho,Lee,Dae-Ho Lee,SEA,R,36,0.08468815,0.199072144,0.159752646,0.035744998,0.001099846,0.040969267,0.478672948
493193,18722,1,vL,2018,1-vL-493193,Dae-Ho,Lee,Dae-Ho Lee,SEA,R,36,0.08661288,0.19467276,0.164701954,0.037394767,0.001099846,0.042893998,0.472623794
407812,1873,0,vL,2018,0-vL-407812,Matt,Holliday,Matt Holliday,,R,38,0.121585754,0.23823601,0.127621611,0.044749677,0.001447978,0.043042944,0.423316026
407812,1873,1,vL,2018,1-vL-407812,Matt,Holliday,Matt Holliday,,R,38,0.121585754,0.23823601,0.127621611,0.044749677,0.001447978,0.043042944,0.423316026
430832,1887,0,vL,2018,0-vL-430832,Jose,Bautista,Jose Bautista,TOR,R,37,0.150159766,0.21742787,0.108930929,0.042096813,0.001301963,0.046002703,0.434079956
430832,1887,1,vL,2018,1-vL-430832,Jose,Bautista,Jose Bautista,TOR,R,37,0.151027742,0.213955967,0.114138782,0.040360862,0.001301963,0.043398776,0.435815907
433217,1907,0,vL,2018,0-vL-433217,Andres,Blanco,Andres Blanco,PHI,B,34,0.057575806,0.202641104,0.152141655,0.055002585,0.001929915,0.018012543,0.512696392
433217,1907,1,vL,2018,1-vL-433217,Andres,Blanco,Andres Blanco,PHI,B,34,0.056610848,0.197173011,0.156966443,0.056289196,0.002251568,0.016725932,0.513983002
408236,1908,0,vL,2018,0-vL-408236,Adrian,Gonzalez,Adrian Gonzalez,NYN,L,36,0.071603955,0.207208746,0.152489011,0.043324808,0.000723724,0.022496235,0.50215352
408236,1908,1,vL,2018,1-vL-408236,Adrian,Gonzalez,Adrian Gonzalez,NYN,L,36,0.071834491,0.204632702,0.160210264,0.045348024,0.000823509,0.021600469,0.495550541
493329,19198,0,vL,2018,0-vL-493329,Yulieski,Gurriel,Yulieski Gurriel,HOU,R,34,0.063352384,0.115855549,0.169082604,0.066234814,0.001910202,0.039177419,0.544387027
493329,19198,1,vL,2018,1-vL-493329,Yulieski,Gurriel,Yulieski Gurriel,HOU,R,34,0.062743243,0.112830966,0.172649533,0.065651363,0.001747498,0.037765605,0.546611791
669720,19363,0,vL,2018,0-vL-669720,Austin,Hays,Austin Hays,BAL,R,22,0.049036029,0.175310849,0.169332849,0.050873663,0.004365962,0.041586278,0.50949437
669720,19363,1,vL,2018,1-vL-669720,Austin,Hays,Austin Hays,BAL,R,22,0.049027182,0.177537748,0.167026327,0.05138489,0.004901202,0.039572337,0.510550315
666561,19369,0,vL,2018,0-vL-666561,Jae-Gyun,Hwang,Jae-Gyun Hwang,SFN,R,30,0.071690722,0.215374659,0.153666189,0.044466397,0.00483988,0.0241994,0.485762752
666561,19369,1,vL,2018,1-vL-666561,Jae-Gyun,Hwang,Jae-Gyun Hwang,SFN,R,30,0.071690722,0.214769674,0.156993607,0.045676367,0.004234895,0.02782931,0.478805424
457775,1965,0,vL,2018,0-vL-457775,Desmond,Jennings,Desmond Jennings,TBA,R,31,0.102070327,0.228272297,0.127832486,0.04076291,0.006848169,0.028697089,0.465516722
457775,1965,1,vL,2018,1-vL-457775,Desmond,Jennings,Desmond Jennings,TBA,R,31,0.102722534,0.224685161,0.131745726,0.044350046,0.006848169,0.031632018,0.458016346
660271,19755,0,vL,2018,0-vL-660271,Shohei,Ohtani,Shohei Ohtani,LAA,L,23,0.081459834,0.329776899,0.135381589,0.038193057,0.001889169,0.029666088,0.383633364
660271,19755,1,vL,2018,1-vL-660271,Shohei,Ohtani,Shohei Ohtani,LAA,L,23,0.083995864,0.32393192,0.137715268,0.040140277,0.002074934,0.032739512,0.379402223
519445,198,0,vL,2018,0-vL-519445,Danny,Worth,Danny Worth,HOU,R,32,0.104277337,0.253576922,0.144361661,0.049669706,0.003485593,0.014813772,0.429815008
519445,198,1,vL,2018,1-vL-519445,Danny,Worth,Danny Worth,HOU,R,32,0.103115472,0.247186668,0.147847255,0.049669706,0.003195127,0.01423284,0.434752932
461416,211,0,vL,2018,0-vL-461416,Will,Venable,Will Venable,LAN,L,35,0.066282215,0.283014537,0.130460233,0.03103691,0.001578148,0.016833578,0.470794378
461416,211,1,vL,2018,1-vL-461416,Will,Venable,Will Venable,LAN,L,35,0.069438511,0.28091034,0.134668627,0.032089009,0.002104197,0.016307529,0.464481786
444482,2136,0,vL,2018,0-vL-444482,David,Peralta,David Peralta,ARI,L,30,0.066961623,0.209422007,0.166247956,0.046450526,0.004565099,0.018431726,0.487921064
444482,2136,1,vL,2018,1-vL-444482,David,Peralta,David Peralta,ARI,L,30,0.067940538,0.209849596,0.167341822,0.044277436,0.003878321,0.01799169,0.488720597
429665,2151,0,vL,2018,0-vL-429665,Edwin,Encarnacion,Edwin Encarnacion,CLE,R,35,0.167138672,0.1997436,0.11283905,0.03852938,0.00112888,0.058124927,0.422495492
429665,2151,1,vL,2018,1-vL-429665,Edwin,Encarnacion,Edwin Encarnacion,CLE,R,35,0.168475112,0.196913346,0.11326904,0.037209668,0.001355028,0.060770545,0.422007261
429667,2154,0,vL,2018,0-vL-429667,Ryan,Howard,Ryan Howard,,L,38,0.056943898,0.37559973,0.102894407,0.028907395,0.001201675,0.032739834,0.401713062
429667,2154,1,vL,2018,1-vL-429667,Ryan,Howard,Ryan Howard,,L,38,0.056943898,0.37559973,0.102894407,0.028907395,0.001201675,0.032739834,0.401713062
430603,2216,0,vL,2018,0-vL-430603,Don,Kelly,Don Kelly,MIA,L,38,0.077519884,0.259018533,0.132758603,0.025994692,0.004177718,0.007427055,0.493103515
430603,2216,1,vL,2018,1-vL-430603,Don,Kelly,Don Kelly,MIA,L,38,0.077055693,0.263196252,0.13136603,0.026458882,0.003713527,0.008819627,0.489389988
430605,2218,0,vL,2018,0-vL-430605,Ryan,Raburn,Ryan Raburn,WAS,R,37,0.107440714,0.288333465,0.128198898,0.040603922,0.006159022,0.033988676,0.395275304
430605,2218,1,vL,2018,1-vL-430605,Ryan,Raburn,Ryan Raburn,WAS,R,37,0.109949945,0.295176823,0.121355541,0.03809469,0.007071469,0.033988676,0.394362856
430637,2234,0,vL,2018,0-vL-430637,Kelly,Johnson,Kelly Johnson,NYN,L,36,0.065522433,0.230102403,0.14033151,0.033535104,0.001547774,0.021668836,0.50729194
430637,2234,1,vL,2018,1-vL-430637,Kelly,Johnson,Kelly Johnson,NYN,L,36,0.066038358,0.227006855,0.148586305,0.035082878,0.001547774,0.021668836,0.500068994
467793,2396,0,vL,2018,0-vL-467793,Carlos,Santana,Carlos Santana,PHI,B,32,0.135565911,0.125229329,0.140752093,0.046123302,0.002210842,0.035904141,0.514214382
467793,2396,1,vL,2018,1-vL-467793,Carlos,Santana,Carlos Santana,PHI,B,32,0.133610573,0.122021667,0.145422226,0.047127177,0.00243107,0.03390899,0.515478297
446381,2430,0,vL,2018,0-vL-446381,Darwin,Barney,Darwin Barney,TOR,R,32,0.068375344,0.167242396,0.157694487,0.046199557,0.002155979,0.017863829,0.540468408
446381,2430,1,vL,2018,1-vL-446381,Darwin,Barney,Darwin Barney,TOR,R,32,0.068683341,0.164470422,0.163854428,0.044043577,0.001847982,0.016939837,0.540160411
443558,2434,0,vL,2018,0-vL-443558,Nelson,Cruz,Nelson Cruz,SEA,R,37,0.127475494,0.218858965,0.14003788,0.041014938,0.000921608,0.063590974,0.408100141
443558,2434,1,vL,2018,1-vL-443558,Nelson,Cruz,Nelson Cruz,SEA,R,37,0.130383443,0.213810886,0.143512152,0.042694263,0.001020953,0.065730542,0.40284776
476883,2495,0,vL,2018,0-vL-476883,Pedro,Alvarez,Pedro Alvarez,,L,31,0.073844338,0.307055135,0.126013823,0.03508488,0.001042518,0.037197663,0.419761643
476883,2495,1,vL,2018,1-vL-476883,Pedro,Alvarez,Pedro Alvarez,,L,31,0.073844338,0.307055135,0.126013823,0.03508488,0.001042518,0.037197663,0.419761643
457789,2498,0,vL,2018,0-vL-457789,Jemile,Weeks,Jemile Weeks,SDN,B,31,0.074719207,0.18536111,0.150156868,0.043825689,0.002873816,0.005747631,0.53731568
457789,2498,1,vL,2018,1-vL-457789,Jemile,Weeks,Jemile Weeks,SDN,B,31,0.07435998,0.18176884,0.154467591,0.046340277,0.003233043,0.005747631,0.534082637
446263,2502,0,vL,2018,0-vL-446263,Lucas,Duda,Lucas Duda,,L,32,0.093444231,0.311600286,0.108467084,0.040137551,0.0007221,0.04029969,0.405329058
446263,2502,1,vL,2018,1-vL-446263,Lucas,Duda,Lucas Duda,,L,32,0.093444231,0.311600286,0.108467084,0.040137551,0.0007221,0.04029969,0.405329058
474233,2505,0,vL,2018,0-vL-474233,Hank,Conger,Hank Conger,TBA,B,30,0.077746807,0.278997655,0.122289248,0.037253678,0.001619725,0.019841633,0.462251254
474233,2505,1,vL,2018,1-vL-474233,Hank,Conger,Hank Conger,TBA,B,30,0.078151738,0.274543411,0.124313904,0.039278335,0.001619725,0.021056427,0.461036461
475174,2530,0,vL,2018,0-vL-475174,Yonder,Alonso,Yonder Alonso,CLE,L,31,0.093337803,0.223960462,0.146425443,0.039495238,0.000577682,0.028222942,0.46798043
475174,2530,1,vL,2018,1-vL-475174,Yonder,Alonso,Yonder Alonso,CLE,L,31,0.094140556,0.220948264,0.144770235,0.039162321,0.000727729,0.027030067,0.473220829
518902,2539,0,vL,2018,0-vL-518902,Pete,Kozma,Pete Kozma,TEX,R,30,0.077342675,0.222698752,0.141744746,0.042132196,0.00210661,0.010232105,0.503742916
518902,2539,1,vL,2018,1-vL-518902,Pete,Kozma,Pete Kozma,TEX,R,30,0.076138898,0.227212916,0.139036248,0.041831252,0.00210661,0.009931161,0.503742916
476633,2554,0,vL,2018,0-vL-476633,Chris,Parmelee,Chris Parmelee,NYA,L,30,0.081509699,0.31078297,0.125097773,0.032691056,0.001307642,0.024845202,0.423765658
476633,2554,1,vL,2018,1-vL-476633,Chris,Parmelee,Chris Parmelee,NYA,L,30,0.081073818,0.308603566,0.125969535,0.033998698,0.001307642,0.021794037,0.427252704
488721,2578,0,vL,2018,0-vL-488721,Peter,Bourjos,Peter Bourjos,TBA,R,31,0.072270943,0.252526484,0.140042527,0.042462694,0.007873877,0.025027681,0.459795794
488721,2578,1,vL,2018,1-vL-488721,Peter,Bourjos,Peter Bourjos,TBA,R,31,0.072552153,0.248589546,0.143135836,0.045274793,0.007873877,0.02643373,0.456140066
434563,2579,0,vL,2018,0-vL-434563,Carlos,Ruiz,Carlos Ruiz,SEA,R,39,0.109184114,0.20080233,0.140871617,0.046153537,0.001722147,0.020665763,0.480600492
434563,2579,1,vL,2018,1-vL-434563,Carlos,Ruiz,Carlos Ruiz,SEA,R,39,0.111939549,0.195980318,0.143971482,0.047875684,0.002066576,0.021010192,0.477156198
446359,2616,0,vL,2018,0-vL-446359,Zack,Cozart,Zack Cozart,LAA,R,32,0.098451077,0.149452072,0.145435268,0.047008888,0.006277508,0.032581633,0.520793554
446359,2616,1,vL,2018,1-vL-446359,Zack,Cozart,Zack Cozart,LAA,R,32,0.101389258,0.14673015,0.144187109,0.048233018,0.00690626,0.034344408,0.518209797
446386,2636,0,vL,2018,0-vL-446386,Brandon,Guyer,Brandon Guyer,CLE,R,32,0.07677547,0.191967128,0.151760454,0.053120122,0.003353351,0.024529252,0.498494224
446386,2636,1,vL,2018,1-vL-446386,Brandon,Guyer,Brandon Guyer,CLE,R,32,0.077427849,0.189416549,0.153009323,0.051094901,0.004042312,0.025684633,0.499324432
457574,2677,0,vL,2018,0-vL-457574,Jordan,Pacheco,Jordan Pacheco,CIN,R,32,0.081646944,0.232000563,0.128170298,0.043134235,0.002772915,0.016329389,0.495945657
457574,2677,1,vL,2018,1-vL-457574,Jordan,Pacheco,Jordan Pacheco,CIN,R,32,0.080722639,0.224914224,0.130018908,0.043750438,0.003081017,0.014480779,0.503031995
488810,2802,0,vL,2018,0-vL-488810,Tony,Cruz,Tony Cruz,KCA,R,31,0.087563233,0.240639103,0.137097178,0.043142469,0.001917443,0.019813578,0.469826995
488810,2802,1,vL,2018,1-vL-488810,Tony,Cruz,Tony Cruz,KCA,R,31,0.087882807,0.249906745,0.132942719,0.041864173,0.001917443,0.021091874,0.46439424
444489,2829,0,vL,2018,0-vL-444489,Manny,Pina,Manny Pina,MIL,R,31,0.075131749,0.195938751,0.153219253,0.052169071,0.001801242,0.025943695,0.495796239
444489,2829,1,vL,2018,1-vL-444489,Manny,Pina,Manny Pina,MIL,R,31,0.073436611,0.193675198,0.159430127,0.05226507,0.001671138,0.023753405,0.49576845
